chr sx dx TE BLAST_len TE_len dist_5 dist_3 diff_len
scaffold_4 17209728 17209735 scaffold_3_35813496_35825829 12329 12334 0 4 5
scaffold_4 17349606 17349602 scaffold_3_11942081_11945736 3633 3656 6 16 23
scaffold_4 17381789 17381795 3028_NHF 720 831 10 100 111
scaffold_4 17387219 17387212 scaffold_3_24306323_24307564 780 1242 397 64 462
scaffold_4 17400892 17400876 60_NHF 313 317 0 3 4
scaffold_4 17673171 17673188 scaffold_9_24110068_24110944 868 877 0 8 9
scaffold_4 17676123 17676130 scaffold_2_34445450_34447560 2110 2111 0 0 1
scaffold_4 17750281 17750275 36_NHF 426 436 5 4 10
scaffold_4 17773052 17773101 4938_NHF 123 198 3 71 75
scaffold_4 18000455 18000725 115_NHF 210 333 113 9 123
scaffold_4 18001738 18001736 scaffold_1_1845534_1846530 995 997 0 1 2
scaffold_4 18036056 18036063 12974_NHF 386 387 0 0 1
scaffold_4 18046643 18046890 scaffold_3_35133775_35169948 32136 36174 2079 1958 4038
scaffold_4 18065803 18065834 scaffold_8_12858560_12859436 868 877 8 0 9
scaffold_4 18149994 18150039 scaffold_6_24726046_24727998 1948 1953 0 4 5
scaffold_4 18193369 18193361 scaffold_6_10565234_10566110 836 877 24 16 41
scaffold_4 18220468 18220463 scaffold_3_24306323_24307564 858 1242 358 25 384
scaffold_4 18220986 18221002 scaffold_5_4389002_4408042 19005 19041 0 35 36
scaffold_4 18226356 18226351 scaffold_5_31748058_31751645 3544 3588 20 23 44
scaffold_4 18241424 18241466 211_NHF 175 190 2 12 15
scaffold_4 18319754 18319760 scaffold_3_40048975_40049917 921 943 21 0 22
scaffold_4 18358239 18358240 scaffold_5_42176941_42183308 6348 6368 19 0 20
scaffold_4 18503917 18503921 scaffold_9_15904500_15908506 3820 4007 136 50 187
scaffold_4 18515254 18515246 scaffold_7_7490134_7495642 5403 5509 79 26 106
scaffold_4 18527618 18527734 scaffold_4_18578736_18603783 19574 25048 837 4636 5474
scaffold_4 18529432 18529618 scaffold_4_18661230_18675781 10552 14552 18 3981 4000
scaffold_4 18675552 18675771 scaffold_4_18661230_18675781 14308 14552 23 220 244
scaffold_4 18834697 18834714 scaffold_8_2949926_2960650 10719 10725 0 5 6
scaffold_4 19030855 19030881 scaffold_9_29654291_29663260 8946 8970 9 14 24
scaffold_4 19036228 19036227 scaffold_1_10951428_10961104 9670 9677 0 6 7
scaffold_4 19066991 19066994 scaffold_7_20438769_20443599 4697 4831 58 75 134
scaffold_4 19319567 19319565 8224_NHF 309 311 1 0 2
scaffold_4 19373247 19373298 scaffold_5_4147764_4148616 851 853 0 1 2
scaffold_4 19376901 19376972 43_NHF 113 123 0 9 10
scaffold_4 19382635 19382638 scaffold_3_24306323_24307564 868 1242 349 24 374
scaffold_4 19397349 19397372 211_NHF 158 190 2 29 32
scaffold_4 19421592 19421733 scaffold_2_6970552_6971754 1139 1203 58 5 64
scaffold_4 19428981 19428974 scaffold_2_4597970_4599352 1380 1383 0 2 3
scaffold_4 19552248 19552240 scaffold_4_9163442_9165318 1844 1877 0 32 33
scaffold_4 19938465 19938463 scaffold_3_24306323_24307564 848 1242 366 27 394
scaffold_4 19975169 19975181 scaffold_5_33676034_33682200 6141 6167 17 8 26
scaffold_4 20002522 20002526 scaffold_5_16403042_16410702 7660 7661 0 0 1
scaffold_4 20080252 20080263 266_NHF 137 141 0 3 4
scaffold_4 20081093 20081098 scaffold_5_53088_55049 1921 1962 3 37 41
scaffold_4 20230645 20230662 scaffold_9_29855748_29861358 5597 5611 7 6 14
scaffold_4 20232043 20232101 scaffold_8_8846606_8852087 5479 5482 0 2 3
scaffold_4 20292049 20292054 2608_NHF 138 152 0 13 14
scaffold_4 20346633 20346631 scaffold_2_9117750_9128541 10782 10792 0 9 10
scaffold_4 20397365 20397433 scaffold_2_6407808_6411858 4000 4051 6 44 51
scaffold_4 20701027 20701060 scaffold_9_7576047_7578025 1007 1979 967 4 972
scaffold_4 20996987 20996996 4938_NHF 123 198 3 71 75
scaffold_4 21165295 21165374 scaffold_2_19946904_19957256 9808 10353 25 519 545
scaffold_4 21185715 21185704 422_NHF 332 335 2 0 3
scaffold_4 21229521 21229514 125_NHF 459 465 2 3 6
scaffold_4 21373189 21373204 284_NHF 162 171 8 0 9
scaffold_4 21697238 21697286 scaffold_3_24306323_24307564 857 1242 358 26 385
scaffold_4 22113663 22113654 scaffold_6_16646705_16659865 7598 13161 5157 405 5563
scaffold_4 22519483 22519476 36_NHF 424 436 0 11 12
scaffold_4 22527938 22527931 scaffold_5_12564544_12565292 728 749 1 19 21
scaffold_4 22862048 22862232 9_NHF 610 611 0 0 1
scaffold_4 22915231 22915235 scaffold_3_40048975_40049917 924 943 15 3 19
scaffold_4 23165109 23165102 scaffold_5_37311672_37312574 894 903 7 1 9
scaffold_4 24011707 24011711 9_NHF 602 611 0 8 9
scaffold_4 24422992 24422990 3866_NHF 448 449 0 0 1
scaffold_4 24999839 24999845 scaffold_4_17278938_17285142 4590 6205 0 1614 1615
scaffold_4 25124235 25124230 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_4 25231411 25231421 9_NHF 610 611 0 0 1
scaffold_4 25383902 25383901 scaffold_5_42176941_42183308 6353 6368 14 0 15
scaffold_4 25499091 25499182 3455_NHF 658 659 0 0 1
scaffold_4 25514361 25514381 9_NHF 592 611 9 9 19
scaffold_5 101107 101126 scaffold_1_15541075_15553392 12263 12318 3 51 55
scaffold_5 147060 147126 scaffold_2_27419484_27420899 1415 1416 0 0 1
scaffold_5 209255 209294 scaffold_8_15053136_15057559 4396 4424 0 27 28
scaffold_5 442354 442411 211_NHF 186 190 3 0 4
scaffold_5 662255 662276 scaffold_8_16153318_16158110 4790 4793 2 0 3
scaffold_5 721622 721657 scaffold_3_23272684_23273932 1213 1249 0 35 36
scaffold_5 741793 741788 1360_NHF 549 550 0 0 1
scaffold_5 824304 824323 scaffold_1_27334733_27335800 1066 1068 0 1 2
scaffold_5 906284 906315 scaffold_9_15541172_15546628 5400 5457 0 56 57
scaffold_5 913989 914023 scaffold_4_23533519_23534968 1449 1450 0 0 1
scaffold_5 946809 946824 scaffold_9_22346741_22359274 12531 12534 0 2 3
scaffold_5 986229 986250 scaffold_3_11610932_11612830 1898 1899 0 0 1
scaffold_5 1003301 1003357 scaffold_5_27435002_27436837 1805 1836 25 5 31
scaffold_5 1009982 1009978 scaffold_5_6270700_6276286 5586 5587 0 0 1
scaffold_5 1256719 1256723 scaffold_9_27023705_27035992 12255 12288 30 2 33
scaffold_5 1279051 1279122 41_NHF 342 366 21 2 24
scaffold_5 1440394 1440410 scaffold_9_10612870_10620356 7484 7487 0 2 3
scaffold_5 1487508 1487519 scaffold_2_29360943_29361868 923 926 2 0 3
scaffold_5 1627762 1627958 scaffold_5_1686178_1729319 34574 43142 8138 429 8568
scaffold_5 2289739 2289842 284_NHF 167 171 3 0 4
scaffold_5 2351833 2351891 scaffold_4_3036673_3042166 5487 5494 5 1 7
scaffold_5 2356705 2356732 scaffold_7_13647324_13665902 17788 18579 10 780 791
scaffold_5 2455328 2455363 scaffold_3_24306323_24307564 851 1242 363 27 391
scaffold_5 2578908 2579031 scaffold_5_1686178_1729319 26591 43142 10910 5640 16551
scaffold_5 2696654 2696646 scaffold_3_24306323_24307564 647 1242 474 120 595
scaffold_5 2940817 2941061 scaffold_9_22004349_22010068 3651 5720 1029 1039 2069
scaffold_5 2944641 2944669 284_NHF 170 171 0 0 1
scaffold_5 3043241 3043245 60_NHF 276 317 22 18 41
scaffold_5 3171997 3172079 scaffold_8_25021127_25022010 878 884 3 2 6
scaffold_5 3188287 3188316 scaffold_2_23242400_23243754 1332 1355 0 22 23
scaffold_5 3191414 3191400 scaffold_5_4614882_4620047 4930 5166 235 0 236
scaffold_5 3351427 3351478 scaffold_6_601653_614124 12462 12472 9 0 10
scaffold_5 3478832 3478862 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_5 3748858 3748894 scaffold_7_13647324_13665902 15802 18579 2744 32 2777
scaffold_5 3980816 3980819 scaffold_1_26688397_26689870 1462 1474 0 11 12
scaffold_5 4159930 4160161 scaffold_5_4126436_4163192 33496 36757 5 3255 3261
scaffold_5 4199837 4199844 scaffold_5_3999925_4045785 30379 45861 581 14900 15482
scaffold_5 4377146 4377152 scaffold_3_24306323_24307564 864 1242 353 24 378
scaffold_5 4489645 4489660 scaffold_1_15541075_15553392 12317 12318 0 0 1
scaffold_5 4615754 4615809 scaffold_6_7316295_7320726 4403 4432 28 0 29
scaffold_5 4808724 4808798 scaffold_6_24385529_24386508 931 980 32 16 49
scaffold_5 4939363 4939400 scaffold_2_23586709_23590883 4114 4175 2 58 61
scaffold_5 4956622 4956620 scaffold_2_8616014_8619003 2959 2990 28 2 31
scaffold_5 5027172 5027166 scaffold_8_12568947_12581252 12305 12306 0 0 1
scaffold_5 5155296 5155552 scaffold_5_5150791_5156034 4747 5244 88 408 497
scaffold_5 5754072 5754070 scaffold_9_7062018_7066521 4400 4504 91 12 104
scaffold_5 6116345 6116346 scaffold_6_601653_614124 12442 12472 29 0 30
scaffold_5 6124619 6124622 scaffold_7_1386898_1392852 5888 5955 66 0 67
scaffold_5 6125386 6125582 scaffold_1_5394238_5395220 882 983 80 20 101
scaffold_5 6134920 6134944 scaffold_2_22680690_22685740 5032 5051 18 0 19
scaffold_5 6174196 6174241 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_5 6184418 6184432 scaffold_5_6184416_6185933 1516 1518 1 0 2
scaffold_5 6227552 6227556 scaffold_5_31192543_31195656 2991 3114 20 102 123
scaffold_5 6263661 6263668 scaffold_6_10768694_10781736 13017 13043 0 25 26
scaffold_5 6330025 6330030 scaffold_5_6355628_6364480 8810 8853 42 0 43
scaffold_5 6659566 6659814 scaffold_3_35809810_35811024 636 1215 7 571 579
scaffold_5 7023032 7023051 scaffold_6_14531076_14534760 3667 3685 0 17 18
scaffold_5 7182302 7182310 scaffold_7_2734745_2741822 5068 7078 663 1346 2010
scaffold_5 7658800 7658802 268_NHF 668 686 0 17 18
scaffold_5 7820783 7820900 1168_NHF 138 163 0 24 25
scaffold_5 8049871 8050144 scaffold_3_25501322_25522514 13626 21193 5971 1595 7567
scaffold_5 8424453 8424451 scaffold_8_15243186_15254848 9551 11663 578 1533 2112
scaffold_5 8543023 8543048 scaffold_1_9684054_9687046 2981 2993 4 7 12
scaffold_5 8620472 8620496 1962_NHF 492 493 0 0 1
scaffold_5 8960703 8960699 scaffold_8_2783014_2788460 5442 5447 0 4 5
scaffold_5 8993310 8993319 scaffold_1_11125763_11127216 1437 1454 0 16 17
scaffold_5 9028242 9028264 scaffold_6_601653_614124 12453 12472 9 9 19
scaffold_5 9035778 9035911 scaffold_3_1734946_1744610 8228 9665 1416 20 1437
scaffold_5 9070372 9070371 scaffold_1_5438498_5440523 1826 2026 15 184 200
scaffold_5 9081707 9081745 scaffold_1_16037689_16043036 5306 5348 30 11 42
scaffold_5 9105045 9105078 scaffold_6_243220_248748 5525 5529 0 3 4
scaffold_5 9145757 9145786 scaffold_1_11833537_11834899 1292 1363 43 27 71
scaffold_5 9400543 9400566 scaffold_6_10695118_10696603 1485 1486 0 0 1
scaffold_5 9448306 9448366 scaffold_3_31209440_31210955 1474 1516 38 3 42
scaffold_5 9540324 9540333 scaffold_3_30415916_30420667 4731 4752 15 5 21
scaffold_5 9979506 9979508 9_NHF 605 611 5 0 6
scaffold_5 10407214 10407260 scaffold_8_6014157_6015503 1345 1347 0 1 2
scaffold_5 10568253 10568254 14434_NHF 278 307 28 0 29
scaffold_5 11413774 11413795 scaffold_3_38638188_38640570 2345 2383 36 1 38
scaffold_5 11605447 11605565 593_LTR/Copia 2604 5192 1880 707 2588
scaffold_5 11846440 11846451 scaffold_4_23533519_23534968 1440 1450 9 0 10
scaffold_5 11921017 11921050 scaffold_7_14084975_14088199 3224 3225 0 0 1
scaffold_5 12046608 12046623 scaffold_5_6355628_6364480 8810 8853 39 3 43
scaffold_5 12314409 12314439 scaffold_3_30273202_30278654 5448 5453 0 4 5
scaffold_5 12425037 12425041 scaffold_8_13795270_13801898 4506 6629 2051 71 2123
scaffold_5 12507723 12507726 scaffold_9_13708868_13721255 12375 12388 0 12 13
scaffold_5 12773956 12773950 scaffold_5_16403042_16410702 7660 7661 0 0 1
scaffold_5 13042643 13042651 scaffold_1_5556696_5560086 3364 3391 7 19 27
scaffold_5 13087329 13087343 scaffold_2_9419653_9430324 10666 10672 5 0 6
scaffold_5 13310231 13310388 1476_NHF 114 155 40 0 41
scaffold_5 13453599 13453947 scaffold_3_16011184_16023459 10559 12276 303 1413 1717
scaffold_5 13564473 13564512 scaffold_2_24545445_24549456 3980 4012 9 22 32
scaffold_5 13814849 13814878 scaffold_9_27023705_27035992 12277 12288 10 0 11
scaffold_5 14288943 14289142 scaffold_1_12538767_12547218 5785 8452 2159 507 2667
scaffold_5 14457891 14458065 scaffold_8_11823294_11829906 6064 6613 421 127 549
scaffold_5 14712177 14712407 scaffold_9_3270628_3278997 6130 8370 18 2221 2240
scaffold_5 14834863 14834862 scaffold_1_15541075_15553392 12317 12318 0 0 1
scaffold_5 15002721 15002738 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_5 15176316 15176352 scaffold_7_4070166_4076246 6013 6081 4 63 68
scaffold_5 15367507 15367612 scaffold_9_12920231_12935130 13583 14900 1198 118 1317
scaffold_5 15419882 15419877 scaffold_4_8054596_8062874 8278 8279 0 0 1
scaffold_5 16661832 16661955 scaffold_1_25549109_25567236 11982 18128 4280 1865 6146
scaffold_5 16842940 16843235 scaffold_1_14055922_14069062 11183 13141 1816 141 1958
scaffold_5 17990987 17991023 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_5 18149098 18149099 scaffold_7_1887564_1889896 2316 2333 9 7 17
scaffold_5 18357082 18357075 scaffold_2_35661161_35662038 869 878 8 0 9
scaffold_5 18696239 18696244 scaffold_2_18704010_18725175 21135 21166 30 0 31
scaffold_5 18902266 18902292 scaffold_1_11899996_11920437 20376 20442 62 3 66
scaffold_5 18964499 18964558 scaffold_8_11486577_11493919 7245 7343 53 44 98
scaffold_5 19041107 19041135 scaffold_5_38866256_38869443 3164 3188 8 15 24
scaffold_5 19042873 19042991 scaffold_3_3161630_3167864 5622 6235 158 454 613
scaffold_5 19088213 19088225 36_NHF 435 436 0 0 1
scaffold_5 19156765 19156783 41_NHF 329 366 34 2 37
scaffold_5 19163298 19163348 scaffold_9_1570203_1572218 1974 2016 2 39 42
scaffold_5 19252940 19252941 scaffold_6_7751400_7757081 5301 5682 103 277 381
scaffold_5 19254480 19254513 scaffold_4_23533519_23534968 1449 1450 0 0 1
scaffold_5 19286243 19286270 scaffold_9_29144354_29145217 837 864 26 0 27
scaffold_5 19951410 19951437 scaffold_9_27023705_27035992 12281 12288 4 2 7
scaffold_5 19992767 19992790 scaffold_3_27448844_27453570 4675 4727 7 44 52
scaffold_5 20021491 20021542 125_NHF 448 465 9 7 17
scaffold_5 20101694 20101710 2296_NHF 138 150 3 8 12
scaffold_5 20112124 20112132 scaffold_9_10785380_10791464 6046 6085 15 23 39
scaffold_5 20329470 20329489 scaffold_5_33896158_33897176 1005 1019 13 0 14
scaffold_5 20436837 20436867 scaffold_9_26607599_26620073 12474 12475 0 0 1
scaffold_5 20673615 20673611 scaffold_6_22501190_22513674 12478 12485 0 6 7
scaffold_5 20674013 20674016 scaffold_5_33896158_33897176 1008 1019 10 0 11
scaffold_5 20956561 20956566 scaffold_6_13468724_13473148 4420 4425 4 0 5
scaffold_5 21017408 21017393 158_NHF 669 696 1 25 27
scaffold_5 21039374 21039369 9_NHF 607 611 0 3 4
scaffold_5 21186382 21186378 scaffold_3_15449300_15450166 836 867 30 0 31
scaffold_5 21328375 21328386 scaffold_7_13673962_13675480 1494 1519 20 4 25
scaffold_5 21454094 21454103 scaffold_9_15281299_15291426 10081 10128 46 0 47
scaffold_5 21579777 21579775 scaffold_2_35661161_35662038 859 878 18 0 19
scaffold_5 22519504 22519506 scaffold_8_16270575_16272589 2014 2015 0 0 1
scaffold_5 22520774 22521033 scaffold_1_11899996_11920437 15555 20442 1078 3808 4887
scaffold_5 22858859 22858893 scaffold_9_19057961_19064583 6621 6623 0 1 2
scaffold_5 22938592 22938597 scaffold_5_20268736_20273933 5197 5198 0 0 1
scaffold_5 23053593 23053602 scaffold_9_21995956_21997187 1219 1232 10 2 13
scaffold_5 23055957 23055973 scaffold_3_37529953_37539758 9802 9806 3 0 4
scaffold_5 23105434 23105517 scaffold_3_27944680_27946104 1424 1425 0 0 1
scaffold_5 23541479 23541485 scaffold_5_39903880_39904710 735 831 2 93 96
scaffold_5 23737268 23737251 scaffold_5_23665499_23672419 4698 6921 152 2070 2223
scaffold_5 23819363 23819359 scaffold_9_4788354_4790228 1867 1875 0 7 8
scaffold_5 23884428 23884434 scaffold_2_9627132_9635652 8520 8521 0 0 1
scaffold_5 23921153 23921152 scaffold_9_22234028_22246172 12135 12145 8 1 10
scaffold_5 24065676 24065669 9_NHF 610 611 0 0 1
scaffold_5 24161744 24161746 scaffold_4_13758846_13760072 1226 1227 0 0 1
scaffold_5 24303369 24303359 scaffold_4_13758846_13760072 1218 1227 6 2 9
scaffold_5 24337294 24337281 115_NHF 310 333 22 0 23
scaffold_5 24449525 24449542 11291_NHF 273 274 0 0 1
scaffold_5 24482319 24482362 scaffold_8_23191540_23196869 5048 5330 143 138 282
scaffold_5 24504562 24504585 scaffold_3_24306323_24307564 823 1242 358 60 419
scaffold_5 24542299 24542316 scaffold_3_37529953_37539758 9795 9806 10 0 11
scaffold_5 24556686 24556693 scaffold_8_5759657_5764842 5181 5186 0 4 5
scaffold_5 24594642 24594669 scaffold_1_5847368_5861646 14210 14279 55 13 69
scaffold_5 24615092 24615093 scaffold_6_1343030_1344031 860 1002 72 69 142
scaffold_5 24769976 24769973 scaffold_9_9535064_9541754 6642 6691 43 5 49
scaffold_5 24860858 24860906 scaffold_1_27957971_27963059 4709 5089 68 311 380
scaffold_5 24995874 24995909 scaffold_5_6270700_6276286 5586 5587 0 0 1
scaffold_5 25320503 25320506 scaffold_7_18591252_18594858 3597 3607 8 1 10
scaffold_5 25375117 25375178 scaffold_8_8846606_8852087 5472 5482 7 2 10
scaffold_5 25769279 25769271 60_NHF 305 317 5 6 12
scaffold_5 25809766 25809778 scaffold_8_12686041_12688653 2603 2613 4 5 10
scaffold_5 25861212 25861214 scaffold_5_32664836_32665671 820 836 3 12 16
scaffold_5 25885812 25885828 scaffold_5_6270700_6276286 5586 5587 0 0 1
scaffold_5 25894330 25894335 scaffold_4_8054596_8062874 8278 8279 0 0 1
scaffold_5 25942045 25942102 scaffold_3_27944680_27946104 1424 1425 0 0 1
scaffold_5 25964224 25964301 scaffold_7_7432378_7435897 2364 3520 1115 40 1156
scaffold_5 26031804 26031799 scaffold_9_13945016_13952576 7527 7561 33 0 34
scaffold_5 26133083 26133142 scaffold_3_32021613_32022749 1135 1137 0 1 2
scaffold_5 26175083 26175100 scaffold_8_17679282_17680588 1302 1307 0 4 5
scaffold_5 26277349 26277351 517_NHF 806 819 2 10 13
scaffold_5 26382280 26382275 scaffold_7_2930199_2935548 5349 5350 0 0 1
scaffold_5 26387235 26387239 scaffold_5_3741480_3746524 4901 5045 0 143 144
scaffold_5 26397134 26397190 scaffold_1_15541075_15553392 12317 12318 0 0 1
scaffold_5 26483112 26483105 scaffold_5_2124825_2131090 6249 6266 0 16 17
scaffold_5 26577891 26577907 scaffold_8_2771200_2778596 7396 7397 0 0 1
scaffold_5 26595782 26595787 scaffold_9_10785380_10791464 6069 6085 15 0 16
scaffold_5 26630870 26630880 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_5 26715111 26715168 scaffold_5_18283934_18285775 1832 1842 8 1 10
scaffold_5 26730265 26730347 scaffold_3_2978425_2981519 3008 3095 0 86 87
scaffold_5 26747070 26747075 scaffold_1_5247725_5248946 889 1222 328 4 333
scaffold_5 26793017 26793010 scaffold_3_24306323_24307564 836 1242 373 32 406
scaffold_5 26837666 26837663 scaffold_2_27251031_27258608 7526 7578 0 51 52
scaffold_5 26884021 26884040 scaffold_9_13708868_13721255 12381 12388 0 6 7
scaffold_5 27083697 27083942 scaffold_5_24211464_24218182 6714 6719 4 0 5
scaffold_5 27196060 27196068 scaffold_8_12858560_12859436 869 877 7 0 8
scaffold_5 27203283 27203295 scaffold_9_29654291_29663260 8960 8970 7 2 10
scaffold_5 27209224 27209223 scaffold_3_23899336_23904588 5248 5253 0 4 5
scaffold_5 27363754 27363746 scaffold_3_24306323_24307564 636 1242 478 127 606
scaffold_5 27389044 27389046 scaffold_4_24784910_24786025 1092 1116 0 23 24
scaffold_5 27401917 27401943 scaffold_8_8834748_8840111 5319 5364 2 42 45
scaffold_5 27491455 27491501 scaffold_3_24306323_24307564 827 1242 358 56 415
scaffold_5 27541252 27541245 scaffold_3_24306323_24307564 647 1242 474 120 595
scaffold_5 28456267 28456377 scaffold_7_8853228_8856154 2023 2927 227 676 904
scaffold_5 28499010 28499220 6045_NHF 352 422 67 2 70
scaffold_5 28907081 28907076 scaffold_5_6355628_6364480 8813 8853 39 0 40
scaffold_5 29049712 29049747 9_NHF 584 611 0 26 27
scaffold_5 29270168 29270162 scaffold_9_5469540_5471872 2319 2333 13 0 14
scaffold_5 29532288 29532316 scaffold_5_40355630_40356844 1163 1215 29 22 52
scaffold_5 29532869 29532913 scaffold_7_8853228_8856154 2926 2927 0 0 1
scaffold_5 29544900 29544978 scaffold_9_11377832_11381360 3526 3529 2 0 3
scaffold_5 29685624 29685651 scaffold_9_22346741_22359274 12529 12534 0 4 5
scaffold_5 29850864 29850863 9_NHF 603 611 7 0 8
scaffold_5 29935997 29936003 scaffold_2_32326951_32334407 6953 7457 16 487 504
scaffold_5 30331703 30331725 scaffold_3_30048128_30060666 12485 12539 8 45 54
scaffold_5 30365507 30365542 scaffold_3_32021613_32022749 1127 1137 0 9 10
scaffold_5 30553064 30553069 322_NHF 468 772 0 303 304
scaffold_5 30609915 30609925 scaffold_1_5394238_5395220 865 983 77 40 118
scaffold_5 30706748 30706768 9_NHF 596 611 0 14 15
scaffold_5 30776200 30776267 scaffold_5_38296966_38302588 5578 5623 9 35 45
scaffold_5 30919742 30919737 8122_NHF 286 289 2 0 3
scaffold_5 30978947 30978964 scaffold_6_15561505_15567380 5860 5876 0 15 16
scaffold_5 31009284 31009289 11005_NHF 652 665 12 0 13
scaffold_5 31037373 31037416 36_NHF 435 436 0 0 1
scaffold_5 31191741 31191803 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_5 31198427 31198423 scaffold_3_23250844_23268465 17609 17622 10 2 13
scaffold_5 31231998 31231995 9_NHF 610 611 0 0 1
scaffold_5 31366389 31366390 scaffold_4_20419519_20427406 4337 7888 2414 1136 3551
scaffold_5 31424327 31424598 scaffold_9_8711166_8723148 11943 11983 22 17 40
scaffold_5 31824017 31824039 scaffold_6_21114141_21115309 1136 1169 26 6 33
scaffold_5 31838089 31838145 scaffold_1_20181171_20182258 590 1088 173 324 498
scaffold_5 31845085 31845102 scaffold_9_3211394_3212781 1370 1388 7 10 18
scaffold_5 31845905 31845922 scaffold_6_15561505_15567380 5826 5876 0 49 50
scaffold_5 31872038 31872054 scaffold_7_8015785_8018498 2682 2714 3 28 32
scaffold_5 31884015 31884007 scaffold_73_16724_22508 5771 5785 0 13 14
scaffold_5 31933194 31933198 scaffold_7_10875842_10907320 31446 31479 20 12 33
scaffold_5 31966203 31966205 scaffold_1_17636209_17647073 10792 10865 23 49 73
scaffold_5 32010036 32010055 scaffold_5_3978746_3979898 1134 1153 0 18 19
scaffold_5 32238361 32238370 scaffold_9_10785380_10791464 6058 6085 26 0 27
scaffold_5 32258264 32258276 9_NHF 606 611 4 0 5
scaffold_5 32260648 32260652 60_NHF 301 317 3 12 16
scaffold_5 32268620 32268640 scaffold_3_36239024_36249443 10383 10420 0 36 37
scaffold_5 32294738 32294729 scaffold_7_1887564_1889896 2328 2333 4 0 5
scaffold_5 32359614 32359612 scaffold_1_15541075_15553392 12317 12318 0 0 1
scaffold_5 32361124 32361125 scaffold_6_21114141_21115309 1103 1169 63 2 66
scaffold_5 32411649 32411638 scaffold_1_22267852_22274614 6762 6763 0 0 1
scaffold_5 32495956 32495959 scaffold_8_23191540_23196869 5329 5330 0 0 1
scaffold_5 32502755 32502769 13061_NHF 131 207 75 0 76
scaffold_5 32605812 32605815 scaffold_3_24306323_24307564 822 1242 393 26 420
scaffold_5 32612622 32612618 scaffold_4_1658998_1660340 1270 1343 66 6 73
scaffold_5 32620089 32620124 scaffold_3_31891704_31900810 9101 9107 5 0 6
scaffold_5 32712173 32712164 9_NHF 610 611 0 0 1
scaffold_5 32840991 32841082 scaffold_5_32795093_32841122 43623 46030 2406 0 2407
scaffold_5 32859288 32859309 scaffold_3_50289310_50295272 5871 5963 91 0 92
scaffold_5 32923732 32923724 scaffold_2_23526880_23527833 902 954 12 39 52
scaffold_5 33081197 33081204 36_NHF 417 436 18 0 19
scaffold_5 33216092 33216083 scaffold_7_5822024_5822948 898 925 10 16 27
scaffold_5 33283344 33283340 scaffold_8_18940840_18948834 7981 7995 11 2 14
scaffold_5 33486278 33486274 scaffold_9_3868014_3869275 1248 1262 9 4 14
scaffold_5 33631654 33631732 356_NHF 162 189 26 0 27
scaffold_5 33633076 33633073 scaffold_7_10642737_10649340 6603 6604 0 0 1
scaffold_5 35055777 35055850 scaffold_3_25013295_25015112 1817 1818 0 0 1
scaffold_5 35181533 35181538 scaffold_9_24110068_24110944 871 877 0 5 6
scaffold_5 35183300 35183354 scaffold_7_6971569_6972592 552 1024 21 450 472
scaffold_5 35250683 35250702 scaffold_1_19861327_19862290 791 964 150 22 173
scaffold_5 35333189 35333195 scaffold_9_13708868_13721255 12374 12388 0 13 14
scaffold_5 35375332 35375338 scaffold_6_158618_175810 17146 17193 0 46 47
scaffold_5 35795466 35795536 scaffold_8_5917014_5922453 5429 5440 0 10 11
scaffold_5 35885604 35885624 36_NHF 416 436 19 0 20
scaffold_5 36088481 36088496 scaffold_3_24306323_24307564 857 1242 357 27 385
scaffold_5 36175480 36175501 scaffold_3_13061959_13066162 4163 4204 9 31 41
scaffold_5 36191802 36191794 scaffold_3_24306323_24307564 655 1242 464 122 587
scaffold_5 36195871 36195928 2608_NHF 138 152 0 13 14
scaffold_5 36238733 36238739 scaffold_3_23592006_23593047 1022 1042 0 19 20
scaffold_5 36251687 36251684 scaffold_9_27639024_27640081 1022 1058 23 12 36
scaffold_5 36356263 36356254 scaffold_7_11479921_11480900 974 980 0 5 6
scaffold_5 36392356 36392353 scaffold_8_8474600_8480158 5479 5559 0 79 80
scaffold_5 36431023 36431024 scaffold_2_10628718_10634144 5416 5427 0 10 11
scaffold_5 36508965 36508961 scaffold_1_3336878_3337781 798 904 68 37 106
scaffold_5 36524089 36524073 115_NHF 330 333 2 0 3
scaffold_5 36559133 36559150 scaffold_3_24306323_24307564 828 1242 359 54 414
scaffold_5 36689485 36689491 257_NHF 628 657 27 1 29
scaffold_5 36765539 36765570 scaffold_1_1718048_1723265 5199 5218 8 10 19
scaffold_5 36996675 36996667 scaffold_3_2534041_2535663 1562 1623 36 24 61
scaffold_5 37140351 37140380 scaffold_3_25477662_25479157 1488 1496 0 7 8
scaffold_5 37417136 37417128 158_NHF 652 696 8 35 44
scaffold_5 37584068 37584060 4929_NHF 181 184 0 2 3
scaffold_5 37615108 37615111 scaffold_2_30098088_30111174 13062 13087 24 0 25
scaffold_5 37680909 37680910 scaffold_7_7088212_7117448 29196 29237 40 0 41
